ID,Genero,Ocupación,Plan_Internacional,Min_En_Dia,Min_Internacionales,Reclamos,Llamadas_Internacionales,Desafiliado
1485,Masculino,Educación,si,133.3,12.9,3,2,si
1486,Femenino,Negocios,no,133.9,15.4,1,3,no
1487,Masculino,Negocios,no,160.2,9.7,0,2,no
1488,Masculino,Negocios,no,230.6,11.1,0,2,no
1489,Femenino,Otros,no,227.4,6.3,2,4,no
1490,Masculino,Otros,no,72.8,11.8,2,2,no
1491,Femenino,Negocios,no,196.1,7,1,2,no
1492,Masculino,Otros,no,197.1,12.8,1,3,no
1493,Femenino,Proyectos personales,no,219.6,9.7,1,5,no
1494,Femenino,Otros,no,153.4,12.8,4,4,si
1495,Masculino,Proyectos personales,no,216,4.9,2,10,no
1496,Masculino,Otros,no,222.9,10.8,0,4,no
1497,Masculino,Negocios,no,115.9,11.7,3,6,no
1498,Femenino,Negocios,no,189.8,10.6,1,5,no
1499,Masculino,Negocios,no,154.7,11.1,0,3,no
1500,Femenino,Otros,no,136.4,11.5,3,1,no
1501,Femenino,Otros,no,170.5,12.2,1,6,no
1502,Femenino,Educación,no,272.4,12.7,0,2,no
1503,Masculino,Otros,no,210,5.9,8,4,no
1504,Masculino,Otros,si,236.5,12.2,2,3,no
1505,Masculino,Negocios,no,153.9,8.5,2,3,no
1506,Masculino,Otros,no,223,8.8,1,5,no
1507,Masculino,Negocios,no,252.4,10.7,2,3,no
1508,Femenino,Otros,no,197.9,12,1,6,no
1509,Femenino,Negocios,no,152.4,6.6,3,5,no
1510,Femenino,Educación,no,237.4,9.2,3,3,no
1511,Masculino,Otros,no,265.6,8.6,1,2,no
1512,Femenino,Educación,no,197.3,6.7,1,6,no
1513,Femenino,Negocios,no,199.1,4.2,1,1,no
1514,Femenino,Educación,no,233.7,12,2,2,no
1515,Masculino,Negocios,no,183.1,7,1,3,no
1516,Femenino,Otros,no,139.4,10,2,5,no
1517,Masculino,Otros,no,213.9,8.4,1,3,si
1518,Femenino,Negocios,no,207.1,12.4,1,2,no
1519,Femenino,Otros,no,139.7,11.3,2,5,no
1520,Masculino,Proyectos personales,no,177.2,8.9,2,3,no
1521,Femenino,Otros,no,169.8,9.5,2,7,no
1522,Masculino,Otros,no,173.5,9.7,3,2,no
1523,Masculino,Proyectos personales,no,159.9,5.6,1,4,no
1524,Masculino,Proyectos personales,no,115.1,11.4,2,3,no
1525,Femenino,Negocios,no,136.8,12.5,2,3,no
1526,Masculino,Educación,no,92.2,13.1,1,6,no
1527,Masculino,Proyectos personales,no,243.9,13.4,2,11,no
1528,Masculino,Otros,no,117.1,9,0,2,no
1529,Femenino,Proyectos personales,no,223.3,4.5,0,4,si
1530,Masculino,Educación,no,154.8,10.6,3,2,no
1531,Femenino,Negocios,no,261.4,8,1,6,si
1532,Femenino,Negocios,si,46.5,9.6,4,4,si
1533,Masculino,Otros,no,149.9,11.5,0,7,si
1534,Masculino,Negocios,si,242.2,13.9,2,5,si
1535,Masculino,Negocios,no,259.4,10.7,1,6,si
1536,Masculino,Negocios,no,222.4,12,2,8,no
1537,Masculino,Educación,no,69.4,8.9,0,5,no
1538,Femenino,Otros,si,156.5,11.1,4,3,si
1539,Masculino,Educación,no,61.2,13.7,5,3,si
1540,Femenino,Otros,si,245.2,10.7,0,5,no
1541,Masculino,Educación,no,102.3,15.7,3,10,no
1542,Femenino,Otros,no,230.9,7.6,3,4,no
1543,Femenino,Proyectos personales,si,227.4,11.9,0,3,no
1544,Femenino,Otros,no,192.8,12.7,1,6,no
1545,Masculino,Proyectos personales,no,162.6,8.2,1,2,no
1546,Masculino,Proyectos personales,no,219.4,11,2,1,no
1547,Femenino,Proyectos personales,no,137.2,14.3,1,4,no
1548,Femenino,Educación,no,87.7,10.5,1,10,no
1549,Femenino,Otros,no,271.1,10.3,1,5,no
1550,Masculino,Otros,no,103.4,14.4,1,3,no
1551,Masculino,Proyectos personales,no,52.2,11.4,2,2,no
1552,Femenino,Otros,no,165.4,8.7,0,3,si
1553,Masculino,Proyectos personales,no,147.5,16.4,2,3,no
1554,Femenino,Educación,no,217.8,11.3,0,7,no
1555,Masculino,Negocios,no,235.7,13.3,1,10,no
1556,Femenino,Otros,no,204.5,8.6,2,5,no
1557,Femenino,Educación,no,178.4,9.6,0,2,no
1558,Masculino,Negocios,no,130.1,13.5,2,5,no
1559,Masculino,Otros,no,103.7,14.8,2,4,no
1560,Femenino,Negocios,no,239.9,5.9,2,3,no
1561,Masculino,Educación,no,148.4,8.9,0,4,no
1562,Femenino,Otros,no,148.6,10,2,2,no
1563,Masculino,Proyectos personales,no,191.1,12.9,0,1,no
1564,Femenino,Educación,no,218.5,7.3,1,4,no
1565,Masculino,Otros,no,97.5,0,1,0,no
1566,Femenino,Otros,no,128.7,10.8,0,5,no
1567,Femenino,Educación,no,236.6,9.5,2,10,no
1568,Femenino,Otros,no,85.9,15.6,0,16,no
1569,Masculino,Proyectos personales,no,141.2,11.4,1,2,no
1570,Masculino,Otros,no,194.4,11.5,0,3,no
1571,Femenino,Otros,no,167.6,17.3,2,3,no
1572,Masculino,Proyectos personales,no,234.5,6.1,1,4,no
1573,Masculino,Educación,no,154.2,10.1,1,9,no
1574,Masculino,Educación,no,143.2,11.6,1,1,no
1575,Masculino,Proyectos personales,si,216.4,12.7,1,4,no
1576,Masculino,Otros,no,161.9,8.5,1,2,no
1577,Masculino,Otros,no,118.7,10.4,3,6,no
1578,Masculino,Educación,no,179.1,10.2,1,10,no
1579,Femenino,Proyectos personales,no,147.9,8.8,2,5,no
1580,Femenino,Negocios,no,209.2,16.5,2,4,no
1581,Masculino,Proyectos personales,no,244.3,10.6,0,6,no
1582,Femenino,Otros,no,175.3,5.6,1,11,no
1583,Masculino,Otros,no,150.5,9,1,2,no
1584,Femenino,Educación,no,197.4,13.2,0,2,no
1585,Masculino,Proyectos personales,no,163.5,12.6,1,5,no
1586,Masculino,Proyectos personales,no,236.9,11.4,2,7,si
1587,Femenino,Negocios,no,82.3,7.2,1,4,no
1588,Femenino,Otros,no,216,12.7,1,4,no
1589,Femenino,Otros,si,180,12.4,1,3,no
1590,Masculino,Proyectos personales,no,143.7,5.8,1,6,no
1591,Masculino,Proyectos personales,no,198.2,11.3,1,7,no
1592,Masculino,Educación,no,185.6,11.1,2,5,no
1593,Masculino,Negocios,no,137.6,5.8,3,10,no
1594,Masculino,Negocios,si,273.9,10.9,1,7,si
1595,Masculino,Otros,no,125.3,6.3,3,2,no
1596,Masculino,Otros,no,178.8,8.6,3,4,no
1597,Masculino,Negocios,no,214.9,8.2,0,5,no
1598,Femenino,Negocios,no,163,15.1,2,4,no
1599,Femenino,Negocios,no,163.8,8.8,2,2,no
1600,Masculino,Educación,no,189.5,13.4,1,3,no
1601,Masculino,Negocios,no,155.2,4.5,0,4,no
1602,Masculino,Otros,si,242.3,11.3,0,3,si
1603,Masculino,Educación,si,254.1,8.7,3,4,no
1604,Femenino,Educación,no,112,11.3,2,4,no
1605,Femenino,Proyectos personales,no,115.5,13.3,3,5,no
1606,Femenino,Otros,no,137.1,11.1,1,4,no
1607,Masculino,Educación,no,198.4,10.1,0,3,no
1608,Femenino,Otros,no,132.7,12.9,3,7,no
1609,Masculino,Negocios,no,219.6,13.8,2,8,no
1610,Masculino,Otros,no,169.6,11.2,0,4,no
1611,Femenino,Negocios,si,160.4,12.6,4,5,no
1612,Femenino,Otros,no,95,11.2,0,2,no
1613,Masculino,Otros,no,160.1,7,2,1,no
1614,Femenino,Educación,no,194.6,3.8,3,2,no
1615,Femenino,Educación,no,236.4,13.8,1,4,si
1616,Femenino,Proyectos personales,no,157.1,7.6,2,3,no
1617,Masculino,Proyectos personales,no,179.8,10.9,0,4,no
1618,Femenino,Proyectos personales,si,148.2,11,0,4,no
1619,Femenino,Negocios,no,183.2,11.9,1,6,no
1620,Masculino,Otros,no,119.2,12.2,4,6,si
1621,Femenino,Educación,no,224,9.6,0,2,no
1622,Masculino,Negocios,no,19.5,7.9,0,1,no
1623,Femenino,Educación,no,184.8,9.6,1,8,no
1624,Femenino,Educación,no,176.3,11.3,1,5,no
1625,Femenino,Negocios,no,241.7,11.1,2,2,no
1626,Masculino,Proyectos personales,no,224.7,9.8,0,6,no
1627,Femenino,Educación,no,207.3,8.6,1,4,no
1628,Femenino,Otros,no,196.8,12.7,2,7,no
1629,Masculino,Otros,no,110.9,15.8,1,9,no
1630,Femenino,Educación,no,122.5,8,2,3,no
1631,Femenino,Proyectos personales,no,226.9,13.2,2,5,no
1632,Femenino,Negocios,no,187,10,2,8,no
1633,Masculino,Educación,no,170.5,11.2,0,6,no
1634,Femenino,Educación,no,204.8,9.5,0,3,no
1635,Femenino,Otros,no,165.9,12,2,5,no
1636,Femenino,Otros,no,154,9.5,4,3,si
1637,Masculino,Educación,no,158.1,8.9,1,6,no
1638,Femenino,Negocios,no,225.2,9.1,2,2,no
1639,Femenino,Educación,no,159.4,9.7,6,2,si
1640,Femenino,Negocios,no,172.7,11.7,2,1,no
1641,Femenino,Otros,no,222.8,11,3,3,no
1642,Masculino,Otros,si,214.1,10.1,1,3,no
1643,Masculino,Educación,no,54.8,7.5,1,3,no
1644,Masculino,Negocios,no,134,7.3,3,3,no
1645,Femenino,Negocios,no,184.8,10.5,1,6,no
1646,Femenino,Educación,no,283.1,11.3,3,3,no
1647,Masculino,Negocios,no,291.8,9.9,0,2,si
1648,Femenino,Educación,no,222.7,13.5,1,4,no
1649,Femenino,Negocios,no,174.5,8.5,0,5,no
1650,Femenino,Otros,no,68.4,10.4,0,4,no
1651,Masculino,Proyectos personales,no,273,9.6,1,2,no
1652,Masculino,Negocios,si,225.3,17.3,1,9,si
1653,Femenino,Otros,no,283.2,7.2,1,6,no
1654,Femenino,Negocios,si,131.4,11.1,1,2,si
1655,Femenino,Educación,no,89.7,10.7,1,2,no
1656,Femenino,Educación,no,127.1,5,3,3,no
1657,Femenino,Negocios,no,105.9,10.7,1,5,no
1658,Masculino,Negocios,no,142.3,6,2,11,no
1659,Masculino,Negocios,no,191.3,6.4,2,3,no
1660,Masculino,Negocios,no,201.9,13.7,0,5,no
1661,Femenino,Proyectos personales,no,247.3,14.7,3,2,no
1662,Femenino,Otros,no,242.2,8.9,1,1,no
1663,Femenino,Otros,si,127.3,13.7,5,5,si
1664,Femenino,Proyectos personales,no,162,10.9,1,7,no
1665,Masculino,Negocios,no,179.1,10.6,2,1,no
1666,Masculino,Otros,no,197.4,12.3,3,4,no
1667,Masculino,Negocios,no,148.2,6.4,2,4,no
1668,Masculino,Negocios,no,193.1,10.2,0,1,no
1669,Masculino,Otros,no,171.7,7.8,1,6,no
1670,Femenino,Otros,no,198.5,8.1,1,10,no
1671,Masculino,Negocios,no,121.7,12.7,1,3,no
1672,Masculino,Negocios,no,130.2,14,2,6,no
1673,Femenino,Negocios,no,203.4,13.7,2,3,no
1674,Masculino,Negocios,no,174.7,10.5,5,8,no
1675,Masculino,Proyectos personales,si,241,9.9,1,1,si
1676,Femenino,Otros,no,141.7,10.2,0,3,no
1677,Femenino,Negocios,no,134.8,7.7,2,5,no
1678,Masculino,Negocios,no,163.1,9,1,10,no
1679,Masculino,Negocios,no,145.5,8.9,1,8,no
1680,Femenino,Educación,no,329.8,10.6,0,6,si
1681,Femenino,Educación,no,194.5,12.7,2,1,no
1682,Masculino,Educación,no,131.9,7.1,1,4,no
1683,Femenino,Negocios,no,150,8.5,1,3,no
1684,Masculino,Proyectos personales,no,196.6,12.9,2,4,no
1685,Femenino,Negocios,no,99.7,14.1,2,4,no
1686,Masculino,Otros,no,143.6,10.8,3,5,no
1687,Masculino,Proyectos personales,no,231.9,12.3,2,3,no
1688,Femenino,Proyectos personales,no,37.8,14.2,3,5,no
1689,Femenino,Proyectos personales,no,72.8,10.5,3,4,no
1690,Femenino,Otros,no,94.8,11.4,1,5,no
1691,Masculino,Educación,no,221.8,12.4,1,9,no
1692,Masculino,Proyectos personales,no,269,7.3,2,4,si
1693,Femenino,Proyectos personales,no,268.3,6.3,1,7,si
1694,Masculino,Negocios,no,198.7,12.5,1,5,no
1695,Masculino,Educación,no,115.5,11.5,7,7,si
1696,Femenino,Proyectos personales,no,202.1,13.3,2,5,no
1697,Masculino,Proyectos personales,no,215.6,12.4,1,6,no
1698,Masculino,Educación,no,169.9,11.5,1,2,no
1699,Masculino,Negocios,no,201.7,6,0,4,no
1700,Femenino,Proyectos personales,no,221.1,8.4,4,3,no
1701,Femenino,Proyectos personales,no,218.7,9.4,2,5,no
1702,Femenino,Negocios,no,293.7,11,2,10,si
1703,Femenino,Proyectos personales,no,120.3,7.7,4,3,si
1704,Masculino,Educación,no,175.8,11.1,2,2,no
1705,Femenino,Negocios,no,278.5,11.6,1,5,si
1706,Femenino,Educación,no,236.3,7.2,3,2,no
1707,Femenino,Otros,no,273.8,11.7,1,3,no
1708,Masculino,Negocios,no,131.1,5.6,5,9,si
1709,Masculino,Otros,no,167.4,11.2,4,3,no
1710,Femenino,Proyectos personales,no,197.7,10.5,3,3,no
1711,Masculino,Proyectos personales,no,169.5,9,2,7,no
1712,Femenino,Negocios,si,225.2,11.7,0,4,no
1713,Masculino,Otros,no,174.5,10.3,4,5,no
1714,Masculino,Negocios,no,129.7,7.5,5,3,si
1715,Femenino,Educación,no,200,11.4,3,2,no
1716,Masculino,Educación,no,95.9,13.3,0,4,no
1717,Femenino,Educación,no,152.8,9.1,1,2,no
1718,Femenino,Otros,no,129.9,14.3,1,3,no
1719,Femenino,Educación,si,268.4,9.7,2,8,si
1720,Femenino,Proyectos personales,no,188.5,15.2,2,5,no
1721,Masculino,Proyectos personales,no,170.6,6.1,1,1,no
1722,Masculino,Educación,no,191.4,8.2,1,3,no
1723,Masculino,Negocios,no,75.3,12.3,1,1,no
1724,Masculino,Proyectos personales,no,149.8,10.9,2,7,no
1725,Femenino,Negocios,no,115.9,7.1,1,4,no
1726,Femenino,Otros,no,128.8,14.1,2,4,no
1727,Masculino,Proyectos personales,no,131.7,11,1,5,no
1728,Femenino,Educación,no,101.4,12.2,1,2,no
1729,Femenino,Educación,no,149,9.5,4,5,no
1730,Femenino,Otros,no,96.8,13.4,2,4,no
1731,Femenino,Educación,no,107.5,12.6,2,3,no
1732,Femenino,Educación,no,232.8,12.9,0,7,si
1733,Masculino,Educación,no,121.1,8.3,3,5,no
1734,Masculino,Educación,no,124.3,3.5,0,6,no
1735,Masculino,Proyectos personales,no,157.7,13.8,1,3,no
1736,Masculino,Proyectos personales,no,124.3,14.8,0,1,no
1737,Masculino,Proyectos personales,no,286.4,6.9,1,6,si
1738,Femenino,Otros,no,141.7,8.8,0,6,no
1739,Masculino,Educación,no,173,4.8,0,3,no
1740,Femenino,Proyectos personales,no,268.7,5.8,2,1,si
1741,Femenino,Otros,no,218.5,9.4,0,6,no
1742,Masculino,Educación,no,255.3,3.7,3,5,no
1743,Masculino,Educación,no,41.9,11.4,1,5,no
1744,Femenino,Proyectos personales,no,260.8,5.8,1,2,no
1745,Masculino,Proyectos personales,no,239.4,7.7,0,3,no
1746,Femenino,Negocios,no,226.7,10.2,0,1,no
1747,Femenino,Otros,no,179.3,13.5,1,6,si
1748,Femenino,Educación,no,158,10,1,5,no
1749,Femenino,Educación,no,175.7,14.1,1,7,no
1750,Femenino,Proyectos personales,no,157.4,8.8,3,3,no
1751,Femenino,Negocios,no,113.1,6.9,1,2,si
1752,Femenino,Otros,no,182.7,8.8,1,2,no
1753,Femenino,Otros,si,161.3,14.1,0,3,si
1754,Masculino,Negocios,no,142.5,7.5,2,2,no
1755,Femenino,Negocios,si,190.5,9.7,2,2,si
1756,Masculino,Proyectos personales,si,159.3,11.9,1,5,no
1757,Masculino,Otros,si,153.8,9.2,1,6,no
1758,Masculino,Educación,si,180.7,12,2,6,no
1759,Masculino,Otros,no,202.7,12.1,0,7,no
1760,Masculino,Negocios,no,190.8,8.9,0,6,no
1761,Femenino,Negocios,no,205.1,9.2,2,6,no
1762,Femenino,Proyectos personales,no,235.6,7.7,1,2,no
1763,Masculino,Educación,no,189.3,7.4,0,3,no
1764,Masculino,Otros,no,166.9,11.5,1,1,no
1765,Masculino,Otros,no,245.2,7.5,0,4,si
1766,Masculino,Otros,no,132.6,12.7,4,2,si
1767,Femenino,Otros,no,182.3,11.6,2,7,no
1768,Masculino,Proyectos personales,no,192.3,10.5,2,3,no
1769,Masculino,Proyectos personales,si,122,10.8,2,2,si
1770,Masculino,Negocios,no,193,9.6,2,2,no
1771,Femenino,Negocios,no,158.6,9.1,0,3,no
1772,Masculino,Negocios,no,91.5,12.7,2,8,no
1773,Masculino,Otros,no,153.6,12.5,1,10,no
1774,Masculino,Otros,si,221.6,11.5,1,3,no
1775,Femenino,Proyectos personales,no,244.7,6.6,1,1,no
1776,Femenino,Otros,no,239.8,9.5,0,4,no
1777,Masculino,Proyectos personales,no,172.4,11,0,5,no
1778,Femenino,Negocios,no,242.5,10,3,3,si
1779,Femenino,Educación,no,117.6,11.3,2,10,no
1780,Femenino,Otros,no,174.5,11.3,1,7,no
1781,Masculino,Educación,no,157.3,12,1,7,no
1782,Masculino,Educación,no,192,15.1,1,3,no
1783,Femenino,Proyectos personales,no,218.2,8,1,1,no
1784,Femenino,Educación,no,144.6,10.9,1,3,no
1785,Femenino,Otros,si,153.6,14.1,0,4,si
1786,Masculino,Proyectos personales,no,135.8,7.9,2,6,no
1787,Masculino,Educación,no,160.7,8.2,0,5,no
1788,Femenino,Negocios,no,202.5,7.8,1,2,no
1789,Femenino,Proyectos personales,no,152.2,12.3,1,5,no
1790,Femenino,Proyectos personales,no,227.4,4.7,0,7,no
1791,Femenino,Otros,no,191.6,9.2,2,3,no
1792,Masculino,Negocios,no,138.9,10.8,1,3,no
1793,Masculino,Otros,no,127,6.1,0,6,no
1794,Masculino,Negocios,no,168.6,7.3,1,4,no
1795,Femenino,Proyectos personales,no,286.6,11.5,1,5,si
1796,Masculino,Negocios,no,164.6,15.2,1,4,no
1797,Femenino,Negocios,no,144,13,1,4,no
1798,Femenino,Educación,no,141.6,10.2,0,11,no
1799,Femenino,Educación,no,204.3,12,1,4,no
1800,Masculino,Educación,no,163.2,6.2,1,10,no
1801,Masculino,Otros,no,225,10.7,0,4,no
1802,Femenino,Proyectos personales,no,176.1,8.5,2,6,no
1803,Femenino,Educación,no,254.2,13.8,5,7,no
1804,Femenino,Negocios,no,174.9,8.5,1,5,no
1805,Masculino,Proyectos personales,si,187.3,9.6,0,2,si
1806,Femenino,Otros,no,211.8,10.7,3,9,no
1807,Femenino,Otros,no,241.9,11.7,0,6,no
1808,Masculino,Proyectos personales,no,196.1,12.9,3,1,no
1809,Masculino,Proyectos personales,no,231.3,12.4,3,2,no
1810,Masculino,Otros,no,161.6,13.8,1,2,no
1811,Femenino,Otros,no,194,11.9,0,5,no
1812,Masculino,Proyectos personales,no,109.7,15.4,3,8,no
1813,Femenino,Proyectos personales,si,277,8.3,1,3,no
1814,Femenino,Educación,no,192.1,6.1,0,3,no
1815,Femenino,Educación,no,198.4,13.1,0,4,no
1816,Femenino,Negocios,no,209.2,9.5,0,3,no
1817,Masculino,Proyectos personales,no,184.8,18.4,2,3,no
1818,Femenino,Negocios,no,167.8,7.3,2,4,no
1819,Masculino,Otros,no,139.2,11.8,3,3,no
1820,Femenino,Educación,no,221.3,4.4,0,4,no
1821,Masculino,Proyectos personales,no,121.6,8.9,1,2,no
1822,Masculino,Otros,no,270.4,15.4,1,7,no
1823,Femenino,Otros,no,139.6,8.8,2,4,no
1824,Masculino,Otros,no,253,11.8,2,3,no
1825,Masculino,Educación,no,183.9,15,1,3,no
1826,Masculino,Proyectos personales,no,203.3,7.8,3,2,no
1827,Femenino,Otros,no,200.6,7.7,3,2,no
1828,Masculino,Negocios,no,167.6,13.4,2,6,no
1829,Femenino,Proyectos personales,no,156.5,9.9,2,2,no
1830,Masculino,Proyectos personales,no,215.1,10.6,1,10,no
1831,Masculino,Educación,no,301.7,10.5,1,6,no
1832,Masculino,Proyectos personales,no,152.3,11.3,7,5,no
1833,Masculino,Educación,no,195.4,15.1,1,11,no
1834,Femenino,Educación,no,208.7,8,2,3,no
1835,Femenino,Otros,no,190.1,14.2,0,6,no
1836,Masculino,Educación,no,185.4,8,4,3,no
1837,Masculino,Proyectos personales,no,183.2,9.7,0,3,no
1838,Femenino,Educación,si,54.2,8.6,1,2,si
1839,Masculino,Otros,no,208,8.1,1,9,no
1840,Masculino,Educación,no,230.3,13.2,1,4,no
1841,Masculino,Proyectos personales,no,240.8,7.1,2,3,no
1842,Femenino,Otros,no,195.7,5.3,2,3,no
1843,Femenino,Educación,no,276.1,8.9,0,4,si
1844,Femenino,Proyectos personales,no,166.1,16.2,2,3,no
1845,Masculino,Educación,no,135.9,11.5,4,3,si
1846,Femenino,Otros,si,189.1,13.9,2,3,si
1847,Femenino,Negocios,no,177.9,11.5,1,4,no
1848,Masculino,Educación,no,143.9,12.5,2,8,no
1849,Masculino,Proyectos personales,si,148.2,8.6,2,3,no
1850,Masculino,Educación,no,287.1,13.9,2,1,si
1851,Masculino,Proyectos personales,no,179.7,9.3,1,8,si
1852,Femenino,Educación,no,165.8,10.9,5,3,si
1853,Masculino,Otros,no,144.1,14.5,1,3,no
1854,Femenino,Educación,no,172.5,5.9,0,6,no
1855,Femenino,Negocios,no,199.8,5.5,1,4,no
1856,Masculino,Otros,no,109.1,10.9,2,5,no
1857,Femenino,Negocios,no,171.8,9.7,1,5,no
1858,Femenino,Otros,no,222.3,12.1,1,4,si
1859,Masculino,Educación,no,245.8,11.2,0,7,no
1860,Masculino,Educación,no,164.6,8,0,3,no
1861,Masculino,Otros,no,211.7,7.4,0,7,no
1862,Masculino,Proyectos personales,si,147.2,7.7,0,2,si
1863,Masculino,Educación,si,254.7,8,0,3,si
1864,Femenino,Proyectos personales,si,170.1,8.7,1,4,no
1865,Masculino,Negocios,no,195.1,11.4,0,5,no
1866,Masculino,Otros,no,149.3,7.9,7,4,si
1867,Femenino,Proyectos personales,no,81.9,8.9,2,1,si
1868,Femenino,Negocios,si,191.1,9.8,0,3,no
1869,Masculino,Negocios,no,206.9,8.3,3,2,no
1870,Femenino,Otros,no,239,13.5,1,8,si
1871,Masculino,Otros,no,179.3,8,0,5,no
1872,Femenino,Negocios,no,185.3,5.5,0,5,no
1873,Femenino,Otros,si,141.4,8.1,2,3,no
1874,Masculino,Negocios,no,248.6,12,1,1,no
1875,Femenino,Educación,no,152.5,4.9,2,3,no
1876,Masculino,Educación,no,145.6,11.4,1,7,no
1877,Masculino,Educación,no,164.2,8.1,1,1,no
1878,Femenino,Negocios,si,221,9.7,1,4,no
1879,Femenino,Educación,no,295.4,11.5,1,2,si
1880,Masculino,Otros,no,139.8,9.4,2,7,no
1881,Femenino,Negocios,no,162.3,14.8,4,1,si
1882,Femenino,Negocios,no,272.7,7.7,0,2,si
1883,Femenino,Otros,si,200.3,12.9,2,3,no
1884,Femenino,Proyectos personales,no,157.1,11.1,1,9,no
1885,Masculino,Educación,si,135.8,12.3,2,7,no
1886,Femenino,Educación,no,236.7,12.7,1,6,no
1887,Masculino,Educación,no,111.4,5.5,3,6,no
1888,Masculino,Otros,si,156.1,14.7,0,3,si
1889,Femenino,Educación,no,191.1,12,2,4,no
1890,Masculino,Otros,no,153,10.3,1,15,si
1891,Femenino,Proyectos personales,no,218.8,10.3,4,3,no
1892,Femenino,Otros,no,205.4,10.3,3,2,no
1893,Femenino,Negocios,si,225.2,9.9,0,1,si
1894,Femenino,Negocios,no,249.9,8.9,2,6,si
1895,Masculino,Educación,no,131.6,10.2,3,5,no
1896,Femenino,Negocios,no,197.9,10.1,0,9,no
1897,Femenino,Otros,no,166.5,9.9,1,5,no
1898,Femenino,Educación,no,225.4,12.9,1,3,no
1899,Masculino,Proyectos personales,no,275.8,7.4,2,5,si
1900,Femenino,Educación,no,142.9,10.8,1,6,no
1901,Masculino,Otros,no,207.2,9.9,1,1,no
1902,Femenino,Educación,no,206.2,10.2,1,6,no
1903,Femenino,Educación,no,210.3,11.2,1,7,no
1904,Masculino,Otros,si,225.7,14,1,7,si
1905,Masculino,Negocios,no,167.8,14.5,4,4,si
1906,Masculino,Proyectos personales,no,197.7,7,2,3,no
1907,Femenino,Negocios,no,169.8,10.9,1,4,no
1908,Masculino,Otros,no,190.6,9.8,2,1,no
1909,Masculino,Negocios,no,80.3,12.8,2,3,no
1910,Masculino,Negocios,no,231.7,12.1,0,2,no
1911,Femenino,Proyectos personales,no,69.1,6.5,0,4,no
1912,Masculino,Otros,no,188.8,8.2,4,7,no
1913,Femenino,Otros,no,150.6,10.4,8,8,si
1914,Masculino,Proyectos personales,no,192,5.5,2,4,no
1915,Masculino,Educación,no,163.7,9.9,3,3,no
1916,Femenino,Proyectos personales,no,211.7,6.5,1,9,no
1917,Femenino,Proyectos personales,no,175.5,11.8,1,3,no
1918,Masculino,Proyectos personales,no,150.1,11,2,3,no
1919,Femenino,Educación,no,189.5,14.2,1,2,no
1920,Femenino,Educación,no,70.8,9.5,6,1,si
1921,Femenino,Proyectos personales,no,215.5,8.6,1,6,no
1922,Masculino,Educación,no,101.7,9.4,3,6,no
1923,Masculino,Otros,no,258.4,9.7,4,8,no
1924,Femenino,Proyectos personales,no,242.4,11.8,1,6,no
1925,Masculino,Educación,no,131.8,11.3,1,2,no
1926,Masculino,Educación,no,190.2,9.8,2,6,no
1927,Masculino,Negocios,no,154.1,9.8,2,4,no
1928,Femenino,Educación,no,188,15.3,3,3,no
1929,Femenino,Educación,no,103.1,11.2,1,5,no
1930,Masculino,Otros,no,175.4,11.6,0,4,no
1931,Femenino,Educación,no,145.4,10.9,1,1,no
1932,Femenino,Educación,si,250.6,7.8,1,5,no
1933,Masculino,Proyectos personales,no,161.5,8.6,1,5,no
1934,Femenino,Negocios,no,260.1,10,1,2,si
1935,Femenino,Proyectos personales,no,281.3,8.7,0,3,si
1936,Femenino,Otros,si,130.1,13.6,3,5,si
1937,Masculino,Educación,no,102,11.4,2,3,no
1938,Femenino,Otros,no,218.7,12.1,1,4,no
1939,Femenino,Negocios,no,128.5,6.8,1,6,no
1940,Masculino,Educación,no,128.7,9.2,2,4,si
1941,Masculino,Negocios,no,172.2,8.7,1,4,no
1942,Femenino,Proyectos personales,no,199.2,7.6,1,3,no
1943,Femenino,Otros,no,184.5,8.8,2,3,no
1944,Femenino,Educación,no,168.6,10.9,0,7,no
1945,Femenino,Negocios,no,174,6.7,1,3,no
1946,Masculino,Proyectos personales,no,230.4,8.5,1,3,no
1947,Masculino,Proyectos personales,no,198.2,5.1,1,5,no
1948,Masculino,Proyectos personales,no,186.1,8,0,4,no
1949,Femenino,Otros,no,148.5,6.8,1,2,no
1950,Femenino,Otros,no,157.1,10,0,8,no
1951,Masculino,Negocios,no,155,7,4,4,si
1952,Masculino,Negocios,si,129.3,9.6,1,7,no
1953,Femenino,Otros,no,188.5,6.1,1,6,no
1954,Masculino,Educación,no,208.8,11.1,0,5,no
1955,Masculino,Educación,no,238,11.8,0,10,si
1956,Femenino,Otros,no,211.1,5.6,0,4,no
1957,Femenino,Proyectos personales,no,198.9,12.6,3,4,no
1958,Femenino,Educación,no,212.8,10.2,1,2,no
1959,Masculino,Educación,no,137.4,12.4,3,2,no
1960,Masculino,Negocios,no,191.8,12.8,2,3,no
1961,Masculino,Negocios,no,149,13.9,0,11,no
1962,Masculino,Negocios,no,117.1,11.1,3,4,no
1963,Masculino,Proyectos personales,no,108,10.4,3,3,no
1964,Masculino,Otros,no,112.8,10.1,0,5,no
1965,Masculino,Educación,no,175.9,11,1,6,no
1966,Femenino,Proyectos personales,no,236.6,11.1,1,2,si
1967,Masculino,Proyectos personales,no,169.4,2,1,7,no
1968,Femenino,Educación,no,129.6,9.4,3,10,no
